CustomerKey,ProductKey,CurrencyKey,SalesOrderNumber,SalesTerritoryKey,TaxAmt,Freight,SalesAmount,Year,Month,Day
12261,369,39,TO13739,7,286.26,89.46,3578.27,2020,12,22
12261,369,39,TO13739,7,286.26,89.46,3578.27,2020,12,06
12261,369,39,TO13739,7,286.26,89.46,3578.27,2020,11,24
12261,369,39,TO13739,7,286.26,89.46,3578.27,2020,10,28
12261,497,39,TO40681,7,286.26,89.46,3578.27,2019,12,11
12261,497,39,TO40681,7,286.26,89.46,3578.27,2019,10,24
12261,497,39,TO40681,7,286.26,89.46,3578.27,2019,10,21
12261,497,39,TO40681,7,286.26,89.46,3578.27,2020,01,04
12265,171,39,TO93539,7,286.26,89.46,3578.27,2019,12,27
12265,171,39,TO93539,7,286.26,89.46,3578.27,2019,10,08
12265,171,39,TO93539,7,286.26,89.46,3578.27,2019,11,26
12265,171,39,TO93539,7,286.26,89.46,3578.27,2019,09,23
12265,321,39,TO41103,7,286.26,89.46,3578.27,2019,04,23
12265,321,39,TO41103,7,286.26,89.46,3578.27,2020,04,20
12265,321,39,TO41103,7,286.26,89.46,3578.27,2019,06,16
12265,321,39,TO41103,7,286.26,89.46,3578.27,2020,03,12
12265,389,39,TO75628,7,286.26,89.46,3578.27,2020,06,24
12265,389,39,TO75628,7,286.26,89.46,3578.27,2020,07,26
12265,389,39,TO75628,7,286.26,89.46,3578.27,2019,02,18
12265,389,39,TO75628,7,286.26,89.46,3578.27,2020,01,20
12265,897,39,TO87165,7,286.26,89.46,3578.27,2019,05,12
12265,897,39,TO87165,7,286.26,89.46,3578.27,2020,05,04
12265,897,39,TO87165,7,286.26,89.46,3578.27,2019,02,02
12265,897,39,TO87165,7,286.26,89.46,3578.27,2020,11,10
12265,961,39,TO31819,7,286.26,89.46,3578.27,2020,06,26
12265,961,39,TO31819,7,286.26,89.46,3578.27,2020,01,18
12265,961,39,TO31819,7,286.26,89.46,3578.27,2019,09,02
12265,961,39,TO31819,7,286.26,89.46,3578.27,2020,12,30
12267,15,39,TO88013,7,286.26,89.46,3578.27,2019,07,17
12267,15,39,TO88013,7,286.26,89.46,3578.27,2019,08,01
12267,15,39,TO88013,7,286.26,89.46,3578.27,2019,06,21
12267,15,39,TO88013,7,286.26,89.46,3578.27,2020,12,21
12267,331,39,TO47162,7,286.26,89.46,3578.27,2019,04,15
12267,331,39,TO47162,7,286.26,89.46,3578.27,2019,11,27
12267,331,39,TO47162,7,286.26,89.46,3578.27,2020,05,09
12267,331,39,TO47162,7,286.26,89.46,3578.27,2019,06,30
12267,571,39,TO84510,7,286.26,89.46,3578.27,2019,01,01
12267,571,39,TO84510,7,286.26,89.46,3578.27,2020,09,06
12267,571,39,TO84510,7,286.26,89.46,3578.27,2020,09,19
12267,571,39,TO84510,7,286.26,89.46,3578.27,2019,04,20
12267,674,39,TO41602,7,286.26,89.46,3578.27,2019,04,09
12267,674,39,TO41602,7,286.26,89.46,3578.27,2019,02,27
12267,674,39,TO41602,7,286.26,89.46,3578.27,2019,11,19
12267,674,39,TO41602,7,286.26,89.46,3578.27,2019,07,08
12267,677,39,TO83379,7,286.26,89.46,3578.27,2020,12,26
12267,677,39,TO83379,7,286.26,89.46,3578.27,2019,07,23
12267,677,39,TO83379,7,286.26,89.46,3578.27,2020,11,25
12267,677,39,TO83379,7,286.26,89.46,3578.27,2020,06,06
12279,45,39,TO29457,7,286.26,89.46,3578.27,2020,01,29
12279,45,39,TO29457,7,286.26,89.46,3578.27,2019,11,26
12279,45,39,TO29457,7,286.26,89.46,3578.27,2020,02,18
12279,45,39,TO29457,7,286.26,89.46,3578.27,2019,08,08
12279,209,39,TO75778,7,286.26,89.46,3578.27,2020,04,10
12279,209,39,TO75778,7,286.26,89.46,3578.27,2019,03,01
12279,209,39,TO75778,7,286.26,89.46,3578.27,2019,10,29
12279,209,39,TO75778,7,286.26,89.46,3578.27,2019,05,25
12279,485,39,TO36095,7,286.26,89.46,3578.27,2020,04,24
12279,485,39,TO36095,7,286.26,89.46,3578.27,2019,03,13
12279,485,39,TO36095,7,286.26,89.46,3578.27,2019,05,05
12279,485,39,TO36095,7,286.26,89.46,3578.27,2020,11,01
12279,840,39,TO31704,7,286.26,89.46,3578.27,2020,07,14
12279,840,39,TO31704,7,286.26,89.46,3578.27,2019,05,02
12279,840,39,TO31704,7,286.26,89.46,3578.27,2020,11,27
12279,840,39,TO31704,7,286.26,89.46,3578.27,2019,11,09
12279,864,39,TO76253,7,286.26,89.46,3578.27,2020,04,05
12279,864,39,TO76253,7,286.26,89.46,3578.27,2019,09,25
12279,864,39,TO76253,7,286.26,89.46,3578.27,2019,10,18
12279,864,39,TO76253,7,286.26,89.46,3578.27,2020,01,04
12280,128,39,TO22398,7,286.26,89.46,3578.27,2020,03,19
12280,128,39,TO22398,7,286.26,89.46,3578.27,2020,02,02
12280,128,39,TO22398,7,286.26,89.46,3578.27,2019,10,21
12280,128,39,TO22398,7,286.26,89.46,3578.27,2020,06,09
12280,396,39,TO28602,7,286.26,89.46,3578.27,2020,11,09
12280,396,39,TO28602,7,286.26,89.46,3578.27,2020,11,24
12280,396,39,TO28602,7,286.26,89.46,3578.27,2019,12,27
12280,396,39,TO28602,7,286.26,89.46,3578.27,2020,12,15
12280,414,39,TO76184,7,286.26,89.46,3578.27,2020,07,18
12280,414,39,TO76184,7,286.26,89.46,3578.27,2020,01,03
12280,414,39,TO76184,7,286.26,89.46,3578.27,2019,02,08
12280,414,39,TO76184,7,286.26,89.46,3578.27,2020,10,30
12280,754,39,TO26149,7,286.26,89.46,3578.27,2019,10,08
12280,754,39,TO26149,7,286.26,89.46,3578.27,2019,05,22
12280,754,39,TO26149,7,286.26,89.46,3578.27,2019,08,26
12280,754,39,TO26149,7,286.26,89.46,3578.27,2019,12,07
12280,940,39,TO31008,7,286.26,89.46,3578.27,2020,01,25
12280,940,39,TO31008,7,286.26,89.46,3578.27,2019,10,10
12280,940,39,TO31008,7,286.26,89.46,3578.27,2019,02,05
12280,940,39,TO31008,7,286.26,89.46,3578.27,2020,07,15
12285,229,39,TO73646,7,286.26,89.46,3578.27,2019,05,11
12285,229,39,TO73646,7,286.26,89.46,3578.27,2019,01,28
12285,229,39,TO73646,7,286.26,89.46,3578.27,2020,05,23
12285,229,39,TO73646,7,286.26,89.46,3578.27,2020,03,03
12285,371,39,TO45982,7,286.26,89.46,3578.27,2020,10,10
12285,371,39,TO45982,7,286.26,89.46,3578.27,2020,07,04
12285,371,39,TO45982,7,286.26,89.46,3578.27,2019,10,16
12285,371,39,TO45982,7,286.26,89.46,3578.27,2019,12,01
12285,409,39,TO55830,7,286.26,89.46,3578.27,2020,11,15
12285,409,39,TO55830,7,286.26,89.46,3578.27,2020,04,07
12285,409,39,TO55830,7,286.26,89.46,3578.27,2019,09,19
12285,409,39,TO55830,7,286.26,89.46,3578.27,2019,11,12
12285,479,39,TO29311,7,286.26,89.46,3578.27,2019,01,18
12285,479,39,TO29311,7,286.26,89.46,3578.27,2020,08,26
12285,479,39,TO29311,7,286.26,89.46,3578.27,2020,12,24
12285,479,39,TO29311,7,286.26,89.46,3578.27,2019,06,30
12285,521,39,TO54563,7,286.26,89.46,3578.27,2019,08,11
12285,521,39,TO54563,7,286.26,89.46,3578.27,2020,05,15
12285,521,39,TO54563,7,286.26,89.46,3578.27,2019,10,25
12285,521,39,TO54563,7,286.26,89.46,3578.27,2020,12,27
12290,24,39,TO46800,7,286.26,89.46,3578.27,2019,11,19
12290,24,39,TO46800,7,286.26,89.46,3578.27,2020,04,28
12290,24,39,TO46800,7,286.26,89.46,3578.27,2019,12,24
12290,24,39,TO46800,7,286.26,89.46,3578.27,2019,08,14
12290,195,39,TO38971,7,286.26,89.46,3578.27,2020,09,20
12290,195,39,TO38971,7,286.26,89.46,3578.27,2019,07,14
12290,195,39,TO38971,7,286.26,89.46,3578.27,2019,03,20
12290,195,39,TO38971,7,286.26,89.46,3578.27,2019,09,17
12290,230,39,TO58469,7,286.26,89.46,3578.27,2020,06,12
12290,230,39,TO58469,7,286.26,89.46,3578.27,2020,05,18
12290,230,39,TO58469,7,286.26,89.46,3578.27,2019,08,23
12290,282,39,TO89160,7,286.26,89.46,3578.27,2020,07,03
12290,282,39,TO89160,7,286.26,89.46,3578.27,2020,12,05
12290,282,39,TO89160,7,286.26,89.46,3578.27,2019,03,11
12290,282,39,TO89160,7,286.26,89.46,3578.27,2019,09,18
12290,677,39,TO93568,7,286.26,89.46,3578.27,2019,12,16
12290,677,39,TO93568,7,286.26,89.46,3578.27,2020,08,28
12290,677,39,TO93568,7,286.26,89.46,3578.27,2020,06,04
12290,677,39,TO93568,7,286.26,89.46,3578.27,2019,02,21
12296,27,39,TO11226,7,286.26,89.46,3578.27,2019,05,23
12296,27,39,TO11226,7,286.26,89.46,3578.27,2020,02,08
12296,27,39,TO11226,7,286.26,89.46,3578.27,2020,06,14
12296,27,39,TO11226,7,286.26,89.46,3578.27,2019,07,18
12296,259,39,TO73639,7,286.26,89.46,3578.27,2019,10,06
12296,259,39,TO73639,7,286.26,89.46,3578.27,2019,08,28
12296,259,39,TO73639,7,286.26,89.46,3578.27,2020,11,20
12296,259,39,TO73639,7,286.26,89.46,3578.27,2020,04,20
12296,369,39,TO50193,7,286.26,89.46,3578.27,2020,10,01
12296,369,39,TO50193,7,286.26,89.46,3578.27,2019,07,13
12296,369,39,TO50193,7,286.26,89.46,3578.27,2019,04,07
12296,369,39,TO50193,7,286.26,89.46,3578.27,2020,11,02
12296,598,39,TO18449,7,286.26,89.46,3578.27,2020,01,03
12296,598,39,TO18449,7,286.26,89.46,3578.27,2020,08,17
12296,598,39,TO18449,7,286.26,89.46,3578.27,2020,05,15
12296,598,39,TO18449,7,286.26,89.46,3578.27,2020,05,25
12296,837,39,TO31258,7,286.26,89.46,3578.27,2019,02,24
12296,837,39,TO31258,7,286.26,89.46,3578.27,2019,03,23
12296,837,39,TO31258,7,286.26,89.46,3578.27,2019,12,29
12296,837,39,TO31258,7,286.26,89.46,3578.27,2019,01,19
12300,2,39,TO46556,7,286.26,89.46,3578.27,2019,12,29
12300,2,39,TO46556,7,286.26,89.46,3578.27,2019,01,14
12300,2,39,TO46556,7,286.26,89.46,3578.27,2019,02,28
12300,2,39,TO46556,7,286.26,89.46,3578.27,2020,02,01
12300,51,39,TO68140,7,286.26,89.46,3578.27,2019,05,27
12300,51,39,TO68140,7,286.26,89.46,3578.27,2019,06,19
12300,51,39,TO68140,7,286.26,89.46,3578.27,2020,09,13
12300,51,39,TO68140,7,286.26,89.46,3578.27,2019,07,24
12300,260,39,TO64230,7,286.26,89.46,3578.27,2020,10,08
12300,260,39,TO64230,7,286.26,89.46,3578.27,2019,07,23
12300,260,39,TO64230,7,286.26,89.46,3578.27,2020,07,17
12300,260,39,TO64230,7,286.26,89.46,3578.27,2020,01,08
12300,369,39,TO21898,7,286.26,89.46,3578.27,2020,07,24
12300,369,39,TO21898,7,286.26,89.46,3578.27,2020,10,26
12300,369,39,TO21898,7,286.26,89.46,3578.27,2020,01,28
12300,369,39,TO21898,7,286.26,89.46,3578.27,2020,12,01
12300,680,39,TO61965,7,286.26,89.46,3578.27,2020,10,24
12300,680,39,TO61965,7,286.26,89.46,3578.27,2019,01,03
12300,680,39,TO61965,7,286.26,89.46,3578.27,2020,12,28
12300,680,39,TO61965,7,286.26,89.46,3578.27,2019,09,19
12301,219,39,TO28904,7,286.26,89.46,3578.27,2019,03,02
12301,219,39,TO28904,7,286.26,89.46,3578.27,2019,03,27
12301,219,39,TO28904,7,286.26,89.46,3578.27,2019,06,23
12301,219,39,TO28904,7,286.26,89.46,3578.27,2019,02,12
12301,265,39,TO62814,7,286.26,89.46,3578.27,2019,06,16
12301,265,39,TO62814,7,286.26,89.46,3578.27,2020,12,15
12301,265,39,TO62814,7,286.26,89.46,3578.27,2019,02,05
12301,265,39,TO62814,7,286.26,89.46,3578.27,2020,09,18
12301,318,39,TO60016,7,286.26,89.46,3578.27,2019,04,18
12301,318,39,TO60016,7,286.26,89.46,3578.27,2020,06,13
12301,318,39,TO60016,7,286.26,89.46,3578.27,2020,07,03
12301,318,39,TO60016,7,286.26,89.46,3578.27,2020,06,12
12301,424,39,TO40675,7,286.26,89.46,3578.27,2019,06,12
12301,424,39,TO40675,7,286.26,89.46,3578.27,2019,05,02
12301,424,39,TO40675,7,286.26,89.46,3578.27,2019,12,29
12301,424,39,TO40675,7,286.26,89.46,3578.27,2020,08,12
12301,430,39,TO64186,7,286.26,89.46,3578.27,2019,08,17
12301,430,39,TO64186,7,286.26,89.46,3578.27,2020,06,28
12301,430,39,TO64186,7,286.26,89.46,3578.27,2020,01,27
12301,430,39,TO64186,7,286.26,89.46,3578.27,2019,04,12
12307,45,39,TO93765,7,286.26,89.46,3578.27,2019,04,27
12307,45,39,TO93765,7,286.26,89.46,3578.27,2019,01,10
12307,45,39,TO93765,7,286.26,89.46,3578.27,2020,12,21
12307,45,39,TO93765,7,286.26,89.46,3578.27,2020,11,06
12307,61,39,TO15454,7,286.26,89.46,3578.27,2019,09,21
12307,61,39,TO15454,7,286.26,89.46,3578.27,2019,01,18
12307,61,39,TO15454,7,286.26,89.46,3578.27,2020,04,19
12307,61,39,TO15454,7,286.26,89.46,3578.27,2020,03,30
12307,367,39,TO18468,7,286.26,89.46,3578.27,2020,07,19
12307,367,39,TO18468,7,286.26,89.46,3578.27,2019,02,24
12307,367,39,TO18468,7,286.26,89.46,3578.27,2019,12,17
12307,367,39,TO18468,7,286.26,89.46,3578.27,2020,01,19
12307,533,39,TO58599,7,286.26,89.46,3578.27,2019,06,25
12307,533,39,TO58599,7,286.26,89.46,3578.27,2020,03,27
12307,533,39,TO58599,7,286.26,89.46,3578.27,2020,02,13
12307,533,39,TO58599,7,286.26,89.46,3578.27,2020,03,14
12307,672,39,TO34672,7,286.26,89.46,3578.27,2020,03,20
12307,672,39,TO34672,7,286.26,89.46,3578.27,2019,07,25
12307,672,39,TO34672,7,286.26,89.46,3578.27,2020,02,15
12307,672,39,TO34672,7,286.26,89.46,3578.27,2019,10,17
12308,44,39,TO85385,7,286.26,89.46,3578.27,2019,07,29
12308,44,39,TO85385,7,286.26,89.46,3578.27,2019,09,12
12308,44,39,TO85385,7,286.26,89.46,3578.27,2020,03,27
12308,44,39,TO85385,7,286.26,89.46,3578.27,2019,01,10
12308,79,39,TO53653,7,286.26,89.46,3578.27,2019,08,10
12308,79,39,TO53653,7,286.26,89.46,3578.27,2020,01,07
12308,79,39,TO53653,7,286.26,89.46,3578.27,2019,05,21
12308,187,39,TO84403,7,286.26,89.46,3578.27,2019,06,20
12308,187,39,TO84403,7,286.26,89.46,3578.27,2020,08,10
12308,187,39,TO84403,7,286.26,89.46,3578.27,2019,09,02
12308,187,39,TO84403,7,286.26,89.46,3578.27,2020,06,30
12308,200,39,TO34025,7,286.26,89.46,3578.27,2020,03,12
12308,200,39,TO34025,7,286.26,89.46,3578.27,2019,01,27
12308,200,39,TO34025,7,286.26,89.46,3578.27,2019,01,29
12308,200,39,TO34025,7,286.26,89.46,3578.27,2020,04,29
12308,515,39,TO42018,7,286.26,89.46,3578.27,2020,04,11
12308,515,39,TO42018,7,286.26,89.46,3578.27,2020,09,26
12308,515,39,TO42018,7,286.26,89.46,3578.27,2020,01,28
12308,515,39,TO42018,7,286.26,89.46,3578.27,2020,08,26
12321,205,39,TO53449,7,286.26,89.46,3578.27,2020,06,15
12321,205,39,TO53449,7,286.26,89.46,3578.27,2020,10,06
12321,205,39,TO53449,7,286.26,89.46,3578.27,2019,09,12
12321,205,39,TO53449,7,286.26,89.46,3578.27,2020,02,11
12321,355,39,TO75452,7,286.26,89.46,3578.27,2020,03,30
12321,355,39,TO75452,7,286.26,89.46,3578.27,2019,04,14
12321,355,39,TO75452,7,286.26,89.46,3578.27,2020,10,10
12321,355,39,TO75452,7,286.26,89.46,3578.27,2019,05,25
12321,662,39,TO24023,7,286.26,89.46,3578.27,2020,01,22
12321,662,39,TO24023,7,286.26,89.46,3578.27,2020,03,18
12321,662,39,TO24023,7,286.26,89.46,3578.27,2020,09,23
12321,662,39,TO24023,7,286.26,89.46,3578.27,2020,07,08
12321,840,39,TO15768,7,286.26,89.46,3578.27,2019,08,14
12321,840,39,TO15768,7,286.26,89.46,3578.27,2020,05,06
12321,840,39,TO15768,7,286.26,89.46,3578.27,2019,07,06
12321,840,39,TO15768,7,286.26,89.46,3578.27,2020,08,10
12321,950,39,TO41325,7,286.26,89.46,3578.27,2020,05,02
12321,950,39,TO41325,7,286.26,89.46,3578.27,2020,05,01
12321,950,39,TO41325,7,286.26,89.46,3578.27,2020,03,25
12321,950,39,TO41325,7,286.26,89.46,3578.27,2020,06,29
12323,327,39,TO39448,7,286.26,89.46,3578.27,2019,11,29
12323,327,39,TO39448,7,286.26,89.46,3578.27,2020,06,01
12323,327,39,TO39448,7,286.26,89.46,3578.27,2020,07,30
12323,327,39,TO39448,7,286.26,89.46,3578.27,2019,08,03
12323,573,39,TO38678,7,286.26,89.46,3578.27,2019,12,21
12323,573,39,TO38678,7,286.26,89.46,3578.27,2020,09,14
12323,573,39,TO38678,7,286.26,89.46,3578.27,2019,06,08
12323,573,39,TO38678,7,286.26,89.46,3578.27,2019,12,06
12323,623,39,TO19947,7,286.26,89.46,3578.27,2020,04,06
12323,623,39,TO19947,7,286.26,89.46,3578.27,2019,03,01
12323,623,39,TO19947,7,286.26,89.46,3578.27,2020,02,02
12323,623,39,TO19947,7,286.26,89.46,3578.27,2020,10,05
12323,713,39,TO10517,7,286.26,89.46,3578.27,2020,04,13
12323,713,39,TO10517,7,286.26,89.46,3578.27,2020,01,12
12323,713,39,TO10517,7,286.26,89.46,3578.27,2019,03,01
12323,713,39,TO10517,7,286.26,89.46,3578.27,2019,06,06
12323,738,39,TO81874,7,286.26,89.46,3578.27,2019,05,14
12323,738,39,TO81874,7,286.26,89.46,3578.27,2019,05,10
12323,738,39,TO81874,7,286.26,89.46,3578.27,2020,01,13
12323,738,39,TO81874,7,286.26,89.46,3578.27,2020,03,03
12332,57,39,TO78922,7,286.26,89.46,3578.27,2020,08,11
12332,57,39,TO78922,7,286.26,89.46,3578.27,2019,01,07
12332,57,39,TO78922,7,286.26,89.46,3578.27,2020,05,29
12332,57,39,TO78922,7,286.26,89.46,3578.27,2020,01,28
12332,154,39,TO16369,7,286.26,89.46,3578.27,2020,04,20
12332,154,39,TO16369,7,286.26,89.46,3578.27,2020,11,11
12332,154,39,TO16369,7,286.26,89.46,3578.27,2019,09,13
12332,154,39,TO16369,7,286.26,89.46,3578.27,2020,12,28
12332,213,39,TO19966,7,286.26,89.46,3578.27,2019,03,09
12332,213,39,TO19966,7,286.26,89.46,3578.27,2020,05,12
12332,213,39,TO19966,7,286.26,89.46,3578.27,2020,06,13
12332,213,39,TO19966,7,286.26,89.46,3578.27,2020,05,09
12332,290,39,TO56289,7,286.26,89.46,3578.27,2019,03,11
12332,290,39,TO56289,7,286.26,89.46,3578.27,2019,01,18
12332,290,39,TO56289,7,286.26,89.46,3578.27,2020,12,05
12332,290,39,TO56289,7,286.26,89.46,3578.27,2019,04,16
12332,745,39,TO91483,7,286.26,89.46,3578.27,2020,12,02
12332,745,39,TO91483,7,286.26,89.46,3578.27,2019,03,06
12332,745,39,TO91483,7,286.26,89.46,3578.27,2020,08,10
12332,745,39,TO91483,7,286.26,89.46,3578.27,2020,11,14
12333,137,39,TO79730,7,286.26,89.46,3578.27,2019,11,14
12333,137,39,TO79730,7,286.26,89.46,3578.27,2020,04,06
12333,137,39,TO79730,7,286.26,89.46,3578.27,2020,09,10
12333,137,39,TO79730,7,286.26,89.46,3578.27,2019,04,01
12333,169,39,TO94392,7,286.26,89.46,3578.27,2019,09,16
12333,169,39,TO94392,7,286.26,89.46,3578.27,2020,12,27
12333,169,39,TO94392,7,286.26,89.46,3578.27,2020,08,03
12333,169,39,TO94392,7,286.26,89.46,3578.27,2020,05,30
12333,200,39,TO28999,7,286.26,89.46,3578.27,2019,05,12
12333,200,39,TO28999,7,286.26,89.46,3578.27,2019,01,26
12333,200,39,TO28999,7,286.26,89.46,3578.27,2020,08,26
12333,200,39,TO28999,7,286.26,89.46,3578.27,2020,08,12
12333,348,39,TO29933,7,286.26,89.46,3578.27,2019,11,19
12333,348,39,TO29933,7,286.26,89.46,3578.27,2019,01,08
12333,348,39,TO29933,7,286.26,89.46,3578.27,2020,07,15
12333,348,39,TO29933,7,286.26,89.46,3578.27,2019,11,26
12333,744,39,TO56084,7,286.26,89.46,3578.27,2019,11,01
12333,744,39,TO56084,7,286.26,89.46,3578.27,2020,06,06
12333,744,39,TO56084,7,286.26,89.46,3578.27,2020,12,15
12333,744,39,TO56084,7,286.26,89.46,3578.27,2019,04,29
12373,159,39,TO82630,7,286.26,89.46,3578.27,2020,05,30
12373,159,39,TO82630,7,286.26,89.46,3578.27,2020,07,01
12373,159,39,TO82630,7,286.26,89.46,3578.27,2020,08,04
12373,159,39,TO82630,7,286.26,89.46,3578.27,2020,11,22
12373,409,39,TO26760,7,286.26,89.46,3578.27,2020,10,19
12373,409,39,TO26760,7,286.26,89.46,3578.27,2019,10,01
12373,409,39,TO26760,7,286.26,89.46,3578.27,2019,03,07
12373,409,39,TO26760,7,286.26,89.46,3578.27,2020,08,11
12373,444,39,TO28077,7,286.26,89.46,3578.27,2019,09,29
12373,444,39,TO28077,7,286.26,89.46,3578.27,2019,10,12
12373,444,39,TO28077,7,286.26,89.46,3578.27,2020,10,07
12373,444,39,TO28077,7,286.26,89.46,3578.27,2019,06,29
12373,561,39,TO60715,7,286.26,89.46,3578.27,2019,04,09
12373,561,39,TO60715,7,286.26,89.46,3578.27,2020,04,19
12373,561,39,TO60715,7,286.26,89.46,3578.27,2019,07,24
12373,561,39,TO60715,7,286.26,89.46,3578.27,2019,01,01
12373,967,39,TO53091,7,286.26,89.46,3578.27,2020,10,10
12373,967,39,TO53091,7,286.26,89.46,3578.27,2020,03,26
12373,967,39,TO53091,7,286.26,89.46,3578.27,2020,01,16
12373,967,39,TO53091,7,286.26,89.46,3578.27,2019,02,06
12383,405,39,TO67488,7,286.26,89.46,3578.27,2020,08,26
12383,405,39,TO67488,7,286.26,89.46,3578.27,2020,11,05
12383,405,39,TO67488,7,286.26,89.46,3578.27,2020,06,13
12383,405,39,TO67488,7,286.26,89.46,3578.27,2019,04,07
12383,586,39,TO97250,7,286.26,89.46,3578.27,2019,09,14
12383,586,39,TO97250,7,286.26,89.46,3578.27,2019,07,10
12383,586,39,TO97250,7,286.26,89.46,3578.27,2020,08,12
12383,586,39,TO97250,7,286.26,89.46,3578.27,2019,07,05
12383,609,39,TO47344,7,286.26,89.46,3578.27,2019,05,10
12383,609,39,TO47344,7,286.26,89.46,3578.27,2019,06,06
12383,609,39,TO47344,7,286.26,89.46,3578.27,2019,10,26
12383,609,39,TO47344,7,286.26,89.46,3578.27,2019,02,13
12383,663,39,TO83519,7,286.26,89.46,3578.27,2020,12,05
12383,663,39,TO83519,7,286.26,89.46,3578.27,2019,11,21
12383,663,39,TO83519,7,286.26,89.46,3578.27,2020,07,10
12383,663,39,TO83519,7,286.26,89.46,3578.27,2019,07,01
12383,917,39,TO59134,7,286.26,89.46,3578.27,2020,11,25
12383,917,39,TO59134,7,286.26,89.46,3578.27,2020,06,29
12383,917,39,TO59134,7,286.26,89.46,3578.27,2019,06,30
12383,917,39,TO59134,7,286.26,89.46,3578.27,2020,03,19
12395,180,39,TO20713,7,286.26,89.46,3578.27,2020,01,19
12395,180,39,TO20713,7,286.26,89.46,3578.27,2019,09,27
12395,180,39,TO20713,7,286.26,89.46,3578.27,2019,06,08
12395,180,39,TO20713,7,286.26,89.46,3578.27,2019,05,05
12395,224,39,TO57961,7,286.26,89.46,3578.27,2019,02,23
12395,224,39,TO57961,7,286.26,89.46,3578.27,2020,05,16
12395,224,39,TO57961,7,286.26,89.46,3578.27,2019,11,18
12395,224,39,TO57961,7,286.26,89.46,3578.27,2020,02,12
12395,427,39,TO89770,7,286.26,89.46,3578.27,2020,01,25
12395,427,39,TO89770,7,286.26,89.46,3578.27,2019,01,05
12395,427,39,TO89770,7,286.26,89.46,3578.27,2019,07,11
12395,427,39,TO89770,7,286.26,89.46,3578.27,2020,10,14
12395,518,39,TO44227,7,286.26,89.46,3578.27,2020,08,24
12395,518,39,TO44227,7,286.26,89.46,3578.27,2019,02,20
12395,518,39,TO44227,7,286.26,89.46,3578.27,2019,01,24
12395,518,39,TO44227,7,286.26,89.46,3578.27,2020,01,30
12395,863,39,TO66936,7,286.26,89.46,3578.27,2020,12,02
12395,863,39,TO66936,7,286.26,89.46,3578.27,2020,03,03
12395,863,39,TO66936,7,286.26,89.46,3578.27,2019,11,07
12395,863,39,TO66936,7,286.26,89.46,3578.27,2020,10,01
12398,467,39,TO33168,7,286.26,89.46,3578.27,2019,08,28
12398,467,39,TO33168,7,286.26,89.46,3578.27,2019,06,30
12398,467,39,TO33168,7,286.26,89.46,3578.27,2020,01,22
12398,467,39,TO33168,7,286.26,89.46,3578.27,2019,12,26
12398,534,39,TO61711,7,286.26,89.46,3578.27,2019,06,03
12398,534,39,TO61711,7,286.26,89.46,3578.27,2020,05,16
12398,534,39,TO61711,7,286.26,89.46,3578.27,2020,10,05
12398,534,39,TO61711,7,286.26,89.46,3578.27,2020,01,26
12398,641,39,TO44245,7,286.26,89.46,3578.27,2020,12,26
12398,641,39,TO44245,7,286.26,89.46,3578.27,2019,06,01
12398,641,39,TO44245,7,286.26,89.46,3578.27,2020,01,13
12398,641,39,TO44245,7,286.26,89.46,3578.27,2019,01,02
12398,714,39,TO54702,7,286.26,89.46,3578.27,2020,02,17
12398,714,39,TO54702,7,286.26,89.46,3578.27,2020,04,05
12398,714,39,TO54702,7,286.26,89.46,3578.27,2019,09,16
12398,714,39,TO54702,7,286.26,89.46,3578.27,2020,12,11
12398,738,39,TO38576,7,286.26,89.46,3578.27,2020,12,06
12398,738,39,TO38576,7,286.26,89.46,3578.27,2020,11,20
12398,738,39,TO38576,7,286.26,89.46,3578.27,2020,05,02
12398,738,39,TO38576,7,286.26,89.46,3578.27,2019,11,19
13257,302,29,TO71844,8,286.26,89.46,3578.27,2019,01,30
13257,302,29,TO71844,8,286.26,89.46,3578.27,2019,06,08
13257,302,29,TO71844,8,286.26,89.46,3578.27,2020,03,06
13257,302,29,TO71844,8,286.26,89.46,3578.27,2019,10,15
13257,447,29,TO80085,8,286.26,89.46,3578.27,2020,07,30
13257,447,29,TO80085,8,286.26,89.46,3578.27,2020,01,02
13257,447,29,TO80085,8,286.26,89.46,3578.27,2019,10,04
13257,447,29,TO80085,8,286.26,89.46,3578.27,2020,12,15
13257,527,29,TO65162,8,286.26,89.46,3578.27,2019,02,13
13257,527,29,TO65162,8,286.26,89.46,3578.27,2020,03,16
13257,527,29,TO65162,8,286.26,89.46,3578.27,2019,04,18
13257,527,29,TO65162,8,286.26,89.46,3578.27,2019,01,24
13257,973,29,TO43869,8,286.26,89.46,3578.27,2019,05,09
13257,973,29,TO43869,8,286.26,89.46,3578.27,2020,09,29
13257,973,29,TO43869,8,286.26,89.46,3578.27,2019,03,03
13257,973,29,TO43869,8,286.26,89.46,3578.27,2019,04,08
13257,980,29,TO30215,8,286.26,89.46,3578.27,2020,03,22
13257,980,29,TO30215,8,286.26,89.46,3578.27,2019,10,21
13257,980,29,TO30215,8,286.26,89.46,3578.27,2020,07,11
13257,980,29,TO30215,8,286.26,89.46,3578.27,2020,01,10
13258,118,29,TO41219,8,286.26,89.46,3578.27,2020,10,05
13258,118,29,TO41219,8,286.26,89.46,3578.27,2020,02,12
13258,118,29,TO41219,8,286.26,89.46,3578.27,2020,11,11
